Batch,Enrolment Type,Grade, School,Phone,Parent Email,Booked Time,Attendance
"fREADom Trial - Grades 3, 4  [I] 11:45am - Saturday, April 25, 2020",Trial,Grade 4,Delhi school of excellence,911100222822,s2m_test_21847@tests2m.com,25-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [I] 11:45am - Saturday, April 25, 2020",Trial,Grade 4,Kamala niketan montessori  school (cbse),911100222274,s2m_test_21287@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [I] 11:45am - Saturday, April 25, 2020",Trial,Grade 4,Air Force School Avadi,911100222269,s2m_test_21282@tests2m.com,25-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [I] 11:45am - Saturday, April 25, 2020",Trial,Grade 3,Samhita academy,911100222266,s2m_test_21279@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [I] 11:45am - Saturday, April 25, 2020",Trial,Grade 3,GTAVM,911100222265,s2m_test_21278@tests2m.com,25-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [I] 11:45am - Saturday, April 25, 2020",Duplicate - Trial,Grade 3,DPS Howrah,911100222263,s2m_test_21276@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [I] 11:45am - Saturday, April 25, 2020",Trial,Grade 3,Kamala Nikethan Montessori school,911100222179,s2m_test_21191@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [II] 11:45am - Saturday, April 25, 2020",Trial,Grade 3,ocean the Abm school,911100222277,s2m_test_21290@tests2m.com,25-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [I] 11:45am - Saturday, April 25, 2020",Trial,Grade 4,Ssrvm,911100222823,s2m_test_21848@tests2m.com,25-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [II] 11:45am - Saturday, April 25, 2020",Trial,Grade 3,"Kerala public school, Kadma Jamshedpur",911100222271,s2m_test_21284@tests2m.com,25-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [II] 11:45am - Saturday, April 25, 2020",Trial,Grade 4,KLE School,911100222283,s2m_test_21296@tests2m.com,25-04-2020 11:45:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Saturday, April 25, 2020",Trial,Grade 1,DPS,911100221681,s2m_test_20691@tests2m.com,25-04-2020 18:00:00,Cancelled
"fREADom Trial - Grades 3, 4  [I] 04:00pm - Saturday, April 25, 2020",Duplicate - Trial,Grade 4,Stones2milestones,911100222723,s2m_test_21645@tests2m.com,25-04-2020 16:00:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 04:00pm - Saturday, April 25, 2020",Duplicate - Trial,Junior KG,Stones2Milestones,911100222723,s2m_test_21645@tests2m.com,25-04-2020 16:00:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 04:00pm - Saturday, April 25, 2020",Trial,Grade 2,Kpskadma,911100222289,s2m_test_21302@tests2m.com,25-04-2020 16:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 04:00pm - Saturday, April 25, 2020",Trial,Grade 4,Manav Rachna international school,911100222288,s2m_test_21301@tests2m.com,25-04-2020 16:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 04:00pm - Saturday, April 25, 2020",Trial,Grade 2,Sai Baba Path school,911100222287,s2m_test_21300@tests2m.com,25-04-2020 16:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 04:00pm - Saturday, April 25, 2020",Trial,Grade 4,Kamala Niketan Montessori School,911100222285,s2m_test_21298@tests2m.com,25-04-2020 16:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 04:00pm - Saturday, April 25, 2020",Trial,Grade 3,Kamala niketan Montessori school,911100222279,s2m_test_21292@tests2m.com,25-04-2020 16:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 04:00pm - Saturday, April 25, 2020",Trial,Grade 2,Al burooj international school,911100222278,s2m_test_21291@tests2m.com,25-04-2020 16:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 04:00pm - Saturday, April 25, 2020",Trial,Grade 2,Calorx Public School Ghatlodia,911100222276,s2m_test_21289@tests2m.com,25-04-2020 16:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 04:00pm - Saturday, April 25, 2020",Trial,Grade 1,Saibaba path mps edco,911100222275,s2m_test_21288@tests2m.com,25-04-2020 16:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 04:00pm - Saturday, April 25, 2020",Trial,Grade 4,Sardar Patel International school,911100222270,s2m_test_21283@tests2m.com,25-04-2020 16:00:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 04:00pm - Saturday, April 25, 2020",Trial,Grade 2,Sishya omr,911100222268,s2m_test_21281@tests2m.com,25-04-2020 16:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 04:00pm - Saturday, April 25, 2020",Trial,Grade 4,Kle English medium school nipani,911100222256,s2m_test_21269@tests2m.com,25-04-2020 16:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 04:00pm - Saturday, April 25, 2020",Trial,Grade 2,The S. D vidya public school,911100222261,s2m_test_21274@tests2m.com,25-04-2020 16:00:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 04:00pm - Saturday, April 25, 2020",Trial,Grade 1,The Maurya School,911100222260,s2m_test_21273@tests2m.com,25-04-2020 16:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 04:00pm - Saturday, April 25, 2020",Trial,Grade 1,APS GOLCONDA,911100222259,s2m_test_21272@tests2m.com,25-04-2020 16:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 04:00pm - Saturday, April 25, 2020",Trial,Grade 4,Abhydaya education  highschool,911100222254,s2m_test_21268@tests2m.com,25-04-2020 16:00:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 04:00pm - Saturday, April 25, 2020",Trial,Grade 2,Kamala nikethan,911100222253,s2m_test_21267@tests2m.com,25-04-2020 16:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 04:00pm - Saturday, April 25, 2020",Trial,Grade 3,Kle school ankali,911100222252,s2m_test_21266@tests2m.com,25-04-2020 16:00:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 04:00pm - Saturday, April 25, 2020",Trial,Grade 2,Harvest international school,911100222251,s2m_test_21265@tests2m.com,25-04-2020 16:00:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 04:00pm - Saturday, April 25, 2020",Trial,Grade 1,Delhi Public School,911100222250,s2m_test_21264@tests2m.com,25-04-2020 16:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 04:00pm - Saturday, April 25, 2020",Trial,Grade 2,Army public school delhi cantt,911100222249,s2m_test_21263@tests2m.com,25-04-2020 16:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 04:00pm - Saturday, April 25, 2020",Trial,Grade 1,Shemrock World,911100222248,s2m_test_21262@tests2m.com,25-04-2020 16:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 04:00pm - Saturday, April 25, 2020",Trial,Grade 4,St Peter's high school,911100222244,s2m_test_21258@tests2m.com,25-04-2020 16:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 04:00pm - Saturday, April 25, 2020",Trial,Grade 4,Aurobindo,911100222227,s2m_test_21240@tests2m.com,25-04-2020 16:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 04:00pm - Saturday, April 25, 2020",Trial,Grade 4,Kamala nikethan Montessori school,911100222226,s2m_test_21239@tests2m.com,25-04-2020 16:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 04:00pm - Saturday, April 25, 2020",Trial,Grade 3,Nsn,911100222204,s2m_test_21216@tests2m.com,25-04-2020 16:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 04:00pm - Saturday, April 25, 2020",Trial,Grade 4,AKSHAR,911100222197,s2m_test_21209@tests2m.com,25-04-2020 16:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 04:00pm - Saturday, April 25, 2020",Trial,Grade 4,B D Memorial,911100222196,s2m_test_21208@tests2m.com,25-04-2020 16:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 04:00pm - Saturday, April 25, 2020",Trial,Grade 4,Nsn memorial higher secondary School,911100222191,s2m_test_21203@tests2m.com,25-04-2020 16:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Sunday, April 26, 2020",Duplicate - Trial,Grade 5,Stones2Milestones,911100222710,s2m_test_21732@tests2m.com,26-04-2020 18:00:00,Cancelled
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Sunday, April 26, 2020",Duplicate - Trial,Junior KG,Stones2Milestones,911100222710,s2m_test_21732@tests2m.com,26-04-2020 18:00:00,Cancelled
"fREADom Trial - Grades 1,2 [II] 06:00pm - Saturday, April 25, 2020",Trial,Grade 4,"Kerala Public School, Kadma",911100222295,s2m_test_21307@tests2m.com,25-04-2020 18:00:00,Cancelled
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Saturday, April 25, 2020",Duplicate - Trial,Grade 4,"Kerala Public School, Kadma",911100222295,s2m_test_21307@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Saturday, April 25, 2020",Trial,Grade 2,Delhi public school Bangalore north,911100222292,s2m_test_21305@tests2m.com,25-04-2020 18:00:00,Cancelled
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Saturday, April 25, 2020",Duplicate - Trial,Grade 3,Kle,911100222293,s2m_test_21214@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial - Grades 1,2 [II] 06:00pm - Saturday, April 25, 2020",Trial,Grade 2,M. R. Sakhare C. B. S. E,911100222290,s2m_test_21303@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Saturday, April 25, 2020",Trial,Grade 3,SBOA School and Junior College,911100222286,s2m_test_21299@tests2m.com,25-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [II] 06:00pm - Saturday, April 25, 2020",Duplicate - Trial,Grade 2,Delhi public school Bangalore north,911100222292,s2m_test_21305@tests2m.com,25-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [II] 06:00pm - Saturday, April 25, 2020",Trial,Grade 1,Tsus,911100222284,s2m_test_21297@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial - Grades 1,2 [II] 06:00pm - Saturday, April 25, 2020",Trial,Grade 2,Sri Sri Ravishankar Vidya mandir Borivali east,911100222281,s2m_test_21294@tests2m.com,25-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [II] 06:00pm - Saturday, April 25, 2020",Trial,Grade 1,KLE Society School,911100222280,s2m_test_21293@tests2m.com,25-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [II] 06:00pm - Saturday, April 25, 2020",Trial,Grade 1,DPS Megacity,911100222273,s2m_test_21286@tests2m.com,25-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [II] 06:00pm - Saturday, April 25, 2020",Trial,Grade 1,Chinmaya vidyalaya,911100222272,s2m_test_21285@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial - Grades 1,2 [II] 06:00pm - Saturday, April 25, 2020",Trial,Grade 2,GD Goenka signature school,911100222262,s2m_test_21275@tests2m.com,25-04-2020 18:00:00,Cancelled
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Saturday, April 25, 2020",Trial,Grade 2,Kamala niketan,911100222180,s2m_test_21192@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Saturday, April 25, 2020",Trial,Grade 4,Sunshine Chennai senior secondary school,911100222175,s2m_test_21186@tests2m.com,25-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Saturday, April 25, 2020",Trial,Grade 4,Kamalaneiketan Montessori school(CBSE),911100222171,s2m_test_21182@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Saturday, April 25, 2020",Trial,Grade 4,Alburooj international school,911100222194,s2m_test_21206@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Saturday, April 25, 2020",Trial,Grade 3,Calorex public school,911100222296,s2m_test_21308@tests2m.com,25-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Saturday, April 25, 2020",Trial,Grade 3,Shiksha Sagar high school,911100222297,s2m_test_21309@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Saturday, April 25, 2020",Trial,Grade 4,Foundation Academy Iit bihta campus,911100222298,s2m_test_21310@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Saturday, April 25, 2020",Trial,Grade 3,Lawrence,911100222294,s2m_test_21306@tests2m.com,25-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Saturday, April 25, 2020",Duplicate - Trial,Grade 4,Foundation Academy IIT Patna Bihar,911100221017,s2m_test_20018@tests2m.com,25-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Saturday, April 25, 2020",Trial,Grade 4,KLE SOCIETY SCHOOL SAUNDATTI,911100221105,s2m_test_20107@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Saturday, April 25, 2020",Trial,Grade 4,srr school,911100221119,s2m_test_20120@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Saturday, April 25, 2020",Trial,Grade 4,Kulachi hansraj model school,911100221142,s2m_test_20143@tests2m.com,25-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Saturday, April 25, 2020",Trial,Grade 3,Delhi International School,911100221156,s2m_test_20157@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Saturday, April 25, 2020",Trial,Grade 4,The schram academy,911100221209,s2m_test_20211@tests2m.com,25-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Saturday, April 25, 2020",Trial,Grade 3,TSA,911100221218,s2m_test_20220@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Saturday, April 25, 2020",Trial,Grade 3,Mahavir institute of education and research,911100221228,s2m_test_20229@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Saturday, April 25, 2020",Duplicate - Trial,Grade 4,Knms,911100221226,s2m_test_20221@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Saturday, April 25, 2020",Trial,Grade 4,Kamalanikethan montessori school,911100221231,s2m_test_20232@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Saturday, April 25, 2020",Trial,Grade 3,Indus valley world school,911100221236,s2m_test_20237@tests2m.com,25-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Saturday, April 25, 2020",Trial,Grade 4,NSN Mat. Hr. Sec. School,911100221267,s2m_test_20267@tests2m.com,25-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Saturday, April 25, 2020",Duplicate - Trial,Grade 4,Kamala niketan School,911100221271,s2m_test_20271@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Saturday, April 25, 2020",Trial,Grade 4,The schram academy,911100221278,s2m_test_20278@tests2m.com,25-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Saturday, April 25, 2020",Trial,Grade 4,Kamalaniketan,911100221298,s2m_test_20298@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Saturday, April 25, 2020",Trial,Grade 4,Kamala niketan,911100221322,s2m_test_20324@tests2m.com,25-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [II] 06:00pm - Saturday, April 25, 2020",Duplicate - Trial,Grade 1,DPS,911100221681,s2m_test_20691@tests2m.com,25-04-2020 18:00:00,REPEAT NAME
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Saturday, April 25, 2020",Duplicate - Trial,Grade 4,BDMI,911100222182,s2m_test_21194@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial - Grades 1,2 [II] 06:00pm - Saturday, April 25, 2020",Duplicate - Trial,Grade 2,GD Goenka signature school,911100222262,s2m_test_21275@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Saturday, April 25, 2020",Trial,Grade 4,Chinmaya Vidyalaya,911100221324,s2m_test_20326@tests2m.com,25-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [II] 06:00pm - Saturday, April 25, 2020",Trial,Grade 1,Kamala niketan Montessori school,911100222247,s2m_test_21261@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Saturday, April 25, 2020",Trial,Grade 4,Kamalanikethan Montessori school,911100221174,s2m_test_20175@tests2m.com,25-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Saturday, April 25, 2020",Trial,Grade 4,Greenwood High School,911100221344,s2m_test_20346@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Saturday, April 25, 2020",Trial,Grade 3,DPS Panvel,911100221361,s2m_test_20364@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Saturday, April 25, 2020",Trial,Grade 4,Manjushri,911100221421,s2m_test_20425@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Saturday, April 25, 2020",Duplicate - Trial,Grade 2,Nsn memorial chitlapakkam,911100222233,s2m_test_21246@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Saturday, April 25, 2020",Trial,Grade 2,Delhi school of Excellence,911100222302,s2m_test_21315@tests2m.com,25-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 04:00pm - Saturday, April 25, 2020",Trial,Grade 4,Kothari international School,911100222303,s2m_test_21316@tests2m.com,25-04-2020 16:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Saturday, April 25, 2020",Trial,Grade 1,N L Dalmia,911100222824,s2m_test_21849@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Saturday, April 25, 2020",Duplicate - Trial,Grade 2,GD Goenka signature,911100222262,s2m_test_21275@tests2m.com,25-04-2020 18:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Saturday, April 25, 2020",Duplicate - Trial,Grade 2,Kamala niketan,911100222180,s2m_test_21192@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Saturday, April 25, 2020",Trial,Grade 2,Vidya Vikas Academic,911100222825,s2m_test_21850@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial - Grades 1,2 [II] 06:00pm - Saturday, April 25, 2020",Trial,Grade 1,St.peter high school,911100222243,s2m_test_21256@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Saturday, April 25, 2020",Trial,Grade 2,Calorex public school,911100222826,s2m_test_21851@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial - Grades 1,2 [II] 06:00pm - Saturday, April 25, 2020",Duplicate - Trial,Grade 1,Dwps,911100221289,s2m_test_20289@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial - Grades 1,2 [II] 06:00pm - Saturday, April 25, 2020",Trial,Grade 1,Delhi Public School,911100222168,s2m_test_21179@tests2m.com,25-04-2020 18:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Saturday, April 25, 2020",Duplicate - Trial,Grade 1,The shri ram universal school jakh,911100221011,s2m_test_20012@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Saturday, April 25, 2020",Trial,Grade 1,Kothari international,911100221042,s2m_test_20043@tests2m.com,25-04-2020 18:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Saturday, April 25, 2020",Trial,Grade 2,SBOA School & Junior College,911100221552,s2m_test_20556@tests2m.com,25-04-2020 18:00:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Saturday, April 25, 2020",Trial,Grade 2,Kamala Niketan Montessori school,911100222304,s2m_test_21317@tests2m.com,25-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [III] 11:45am - Sunday, April 26, 2020",Trial,Grade 1,Saint paul school,911100222827,s2m_test_21852@tests2m.com,26-04-2020 11:45:00,
"fREADom Trial - Grades 1,2 [III] 11:45am - Sunday, April 26, 2020",Trial,Grade 1,Sant paul rajkot,911100222828,s2m_test_21853@tests2m.com,26-04-2020 11:45:00,
"fREADom Trial - Grades 1,2 [III] 11:45am - Sunday, April 26, 2020",Duplicate - Trial,Grade 2,Kamala Niketan Montessori school,911100222304,s2m_test_21317@tests2m.com,26-04-2020 11:45:00,
"fREADom Trial - Grades 1,2 [III] 11:45am - Sunday, April 26, 2020",Trial,Grade 1,St paul rajkot,911100222829,s2m_test_21854@tests2m.com,26-04-2020 11:45:00,
"fREADom Trial - Grades 1,2 [III] 11:45am - Sunday, April 26, 2020",Trial,Grade 1,Kerala public school,911100222830,s2m_test_21855@tests2m.com,26-04-2020 11:45:00,
"fREADom Trial - Grades 1,2 [III] 11:45am - Sunday, April 26, 2020",Trial,Grade 1,Jain public school,911100222317,s2m_test_21329@tests2m.com,26-04-2020 11:45:00,
"fREADom Trial - Grades 1,2 [III] 11:45am - Sunday, April 26, 2020",Trial,Grade 1,Sat paul mittal school,911100222831,s2m_test_21856@tests2m.com,26-04-2020 11:45:00,
"fREADom Trial - Grades 1,2 [III] 11:45am - Sunday, April 26, 2020",Duplicate - Trial,Grade 2,Kamala Niketan Montessori school,911100222313,s2m_test_21317@tests2m.com,26-04-2020 11:45:00,
